epoch;auc;loss;val_auc;val_loss
0;0.55817497;0.6978840033680785;0.5666421055793762;0.6737865805625916
1;0.5954493;0.5897248588823805;0.6180148124694824;0.6622554659843445
2;0.64529264;0.5365161527839362;0.6606027483940125;0.6234980821609497
3;0.6867384;0.4712174693743388;0.7023540139198303;0.604659914970398
4;0.7180119;0.4502585151382521;0.7287260293960571;0.6052377223968506
5;0.7429213;0.398685071702097;0.7540059685707092;0.5900894999504089
6;0.76670355;0.3698646027434106;0.7731767296791077;0.6095287799835205
7;0.7842044;0.35329757138794543;0.7894173264503479;0.5844115614891052
8;0.7976974;0.35515285138990366;0.7994877696037292;0.6976646780967712
9;0.8069887;0.31834644527996286;0.8099831938743591;0.7106964588165283
0;0.52019566;0.8348008338142844;0.5241813659667969;0.7410089373588562
1;0.5568618;0.6331654964241327;0.5832857489585876;0.643374502658844
2;0.61191076;0.5640986166748346;0.6328889727592468;0.6017699241638184
3;0.65303457;0.5218580832200892;0.668121337890625;0.6072832345962524
4;0.68247116;0.5151504523613873;0.6912240982055664;0.6127115488052368
5;0.7010753;0.4895914004129522;0.708439290523529;0.6280065774917603
6;0.7182301;0.452903479384441;0.7261895537376404;0.6161374449729919
7;0.73450625;0.45707954991097544;0.7386317253112793;0.6312167048454285
8;0.7457334;0.43782920645732504;0.7494221925735474;0.6748346090316772
9;0.7558817;0.43205469846725464;0.7584130764007568;0.6772885918617249
0;0.5485688;0.6971251112339544;0.5796069502830505;0.6879825592041016
1;0.5976277;0.6445142450052149;0.6008261442184448;0.6416752934455872
2;0.61617035;0.5828038592899547;0.6304924488067627;0.6171689629554749
3;0.64425343;0.5599084520807454;0.654184877872467;0.6060889959335327
4;0.6633154;0.5583016336665434;0.6704428195953369;0.6085797548294067
5;0.6790091;0.5482848969627829;0.6824657320976257;0.6214457154273987
6;0.69035375;0.517719571239808;0.6947134137153625;0.6407063603401184
7;0.70218486;0.49316612685427946;0.705934464931488;0.6883823871612549
8;0.71123856;0.5034201118057849;0.7141898274421692;0.6877245903015137
9;0.7182635;0.5276660757438809;0.7184154987335205;0.7458235025405884
0;0.5779788;0.9144553577198702;0.5680640935897827;0.7636265158653259
1;0.5615872;0.6793017745018005;0.5623230338096619;0.604590654373169
2;0.58704454;0.5841177093281466;0.6012094616889954;0.6248223185539246
3;0.6223222;0.5500656933877982;0.6341288685798645;0.6315837502479553
4;0.64921606;0.5230805210506215;0.6575003266334534;0.737159013748169
5;0.67076886;0.49281685263502834;0.6779674291610718;0.7277711033821106
6;0.6906029;0.4661328826231115;0.696831226348877;0.7789021134376526
7;0.704754;0.5000323102287217;0.7064350247383118;0.8469619154930115
8;0.71396506;0.46652559378567865;0.7169040441513062;0.7486312985420227
9;0.7234534;0.45030090166073217;0.7271219491958618;0.7221285104751587
0;0.50632524;0.9492259838534336;0.5318533182144165;0.7303051948547363
1;0.57005346;0.7814309502582925;0.5903328657150269;0.6868085265159607
2;0.600336;0.7922207352694343;0.6072953343391418;0.6422571539878845
3;0.6159704;0.7628363616793763;0.6196306347846985;0.6254512071609497
4;0.6264328;0.7428177078097474;0.6288015246391296;0.5964997410774231
5;0.635713;0.7222464834007563;0.638555109500885;0.6371102333068848
6;0.6443238;0.7182463738030078;0.6458226442337036;0.6455644369125366
7;0.6529793;0.6803574369935428;0.6574944853782654;0.6061800718307495
8;0.6655138;0.6388326324668585;0.6702288389205933;0.5965378284454346
9;0.6761447;0.6303323913088031;0.6810846924781799;0.5945408344268799
10;0.68691987;0.6213952133702297;0.6889368295669556;0.7770146131515503
11;0.6960336;0.5631208500675127;0.6990229487419128;0.8611944317817688
12;0.7048991;0.5907800467809041;0.7061538696289062;0.7367633581161499
13;0.7111474;0.5756339432678971;0.7127892374992371;0.814034640789032
14;0.7183788;0.5526714094947366;0.7211097478866577;0.6386207938194275
15;0.72560024;0.5422606482692793;0.7268055081367493;1.0025218725204468
16;0.7317355;0.5251481967112598;0.734089195728302;0.6482034921646118
17;0.73888046;0.4922794688215443;0.7429128289222717;0.49405336380004883
18;0.7461525;0.5580580506137773;0.7455986142158508;1.2109366655349731
19;0.74909365;0.5047411445542878;0.7505885362625122;0.7529019713401794
20;0.7538569;0.4965003868177825;0.7542744874954224;1.7911993265151978
21;0.757855;0.47040461091434255;0.760100781917572;0.8710213303565979
22;0.7633886;0.46630988635268866;0.7668163776397705;0.41095927357673645
23;0.7701224;0.4718643778445674;0.7725741863250732;0.46268677711486816
24;0.775562;0.4485465226687637;0.7784353494644165;0.4372139275074005
25;0.781366;0.4341629344809289;0.7832201719284058;0.5826981663703918
26;0.78592306;0.4129643541457606;0.7884787917137146;0.5060340166091919
27;0.7909647;0.43454558113042047;0.7928304672241211;0.5221179127693176
28;0.7954424;0.4161165963902193;0.7968923449516296;0.9551565647125244
29;0.79926;0.41426657368155084;0.7997143268585205;0.9945536255836487
30;0.80194634;0.4066374201400607;0.8027622103691101;0.7339040040969849
31;0.80473804;0.4089685929990282;0.8065059185028076;0.7155063152313232
32;0.8086587;0.3940353138072818;0.8108443021774292;0.35809800028800964
33;0.813046;0.36759264497195976;0.8146125674247742;0.7074881196022034
34;0.81677085;0.36422189948605554;0.8183076977729797;0.5292606353759766
35;0.82014686;0.3773793778699987;0.8206157088279724;1.640826940536499
36;0.8221804;0.40251275630558236;0.8234878182411194;0.636902928352356
37;0.82509756;0.3926051374276479;0.8257341384887695;1.3022005558013916
38;0.82738066;0.34470819772458544;0.8286272883415222;0.5924569964408875
39;0.8300449;0.37225452605415793;0.8317837119102478;0.36720210313796997
40;0.83320916;0.36050024357496524;0.8349015712738037;0.4080507159233093
41;0.8364786;0.34676834875462104;0.8380983471870422;0.30993661284446716
42;0.8395441;0.32840988004908844;0.8411349654197693;0.3930225372314453
43;0.8425468;0.338354384875765;0.8432905673980713;0.6581095457077026
44;0.8446003;0.3413455508970747;0.8448647260665894;1.4367231130599976
45;0.846173;0.3305332856084786;0.8474717736244202;0.40094536542892456
46;0.8486168;0.35975098862367516;0.8484021425247192;1.0701051950454712
47;0.8495204;0.353358387409472;0.8501381874084473;0.5603535175323486
48;0.85133094;0.3194454988311319;0.8525596857070923;0.4052940309047699
49;0.85382205;0.3132091075298833;0.8549737334251404;0.42589619755744934
